time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-05 00:00:00+00:00,32,4,,
2024-01-08 00:00:00+00:00,2,2,,
2024-01-12 00:00:00+00:00,4,2,,
2024-01-13 00:00:00+00:00,2,1,,
2024-01-16 00:00:00+00:00,17,11,71.0,2.0
2024-01-17 00:00:00+00:00,11,1,,
