time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-16 00:00:00+00:00,17,11,71.0,2.0
2024-01-17 00:00:00+00:00,11,1,,
2024-01-19 00:00:00+00:00,3,1,,
2024-01-20 00:00:00+00:00,2,1,,
2024-01-22 00:00:00+00:00,1,1,,
2024-01-24 00:00:00+00:00,1,1,,
2024-01-26 00:00:00+00:00,3,1,,
