url_path,views_total,views_unique
/khulnasoft/reconpoint,2,1
/khulnasoft/reconpoint/actions,2,1
/khulnasoft/reconpoint/actions/runs/7717816145/job/21037731397,2,1
/khulnasoft/reconpoint/actions/workflows/build-pr.yml,2,1
/khulnasoft/reconpoint/actions/runs/7717816145,1,1
